id,class_code,class_name,ddd,u,adm_r,note,valid_start_date,valid_end_date,change_type
6771,N07AB,Choline esters,,,,,1970-01-01,2099-12-31,
6772,N07AB01,carbachol,6,mg,O,,1970-01-01,2099-12-31,
6773,N07AB01,carbachol,0.5,mg,P,,1970-01-01,2099-12-31,
6774,N07AB02,bethanechol,45,mg,O,,1970-01-01,2099-12-31,
6775,N07AX,Other parasympathomimetics,,,,,1970-01-01,2099-12-31,
6776,N07AX01,pilocarpine,15,mg,O,,1970-01-01,2099-12-31,
6777,N07AX01,pilocarpine,10,mg,P,,1970-01-01,2099-12-31,
6778,N07AX02,choline alfoscerate,,,,,1970-01-01,2099-12-31,
6779,N07AX03,cevimeline,90,mg,O,,1970-01-01,2099-12-31,
6780,N07B,DRUGS USED IN ADDICTIVE DISORDERS,,,,,1970-01-01,2099-12-31,
6781,N07BA,Drugs used in nicotine dependence,,,,,1970-01-01,2099-12-31,
6782,N07BA01,nicotine,30,mg,Chewing gum,,1970-01-01,2099-12-31,
6783,N07BA01,nicotine,60,mg,Inhal,,1970-01-01,2099-12-31,
6784,N07BA01,nicotine,30,mg,N,,1970-01-01,2099-12-31,
6785,N07BA01,nicotine,30,mg,SL,,1970-01-01,2099-12-31,
6786,N07BA01,nicotine,14,mg,TD,,1970-01-01,2099-12-31,
6787,N07BA02,bupropion,,,,from ATC website|,1970-01-01,2009-12-31,U
6788,N07BA03,varenicline,2,mg,O,,1970-01-01,2099-12-31,
6789,N07BA04,cytisine,,,,,2018-02-05,2099-12-31,
6790,N07BB,Drugs used in alcohol dependence,,,,,1970-01-01,2099-12-31,
6791,N07BB01,disulfiram,0.2,g,O,,1970-01-01,2099-12-31,
6792,N07BB02,calcium carbimide,,,,,1970-01-01,2099-12-31,
6793,N07BB03,acamprosate,2,g,O,,1970-01-01,2099-12-31,
6794,N07BB04,naltrexone,50,mg,O,,1970-01-01,2099-12-31,
6795,N07BB05,nalmefene,18,mg,O,,2014-07-01,2099-12-31,
6796,N07BC,Drugs used in opioid dependence,,,,,1970-01-01,2099-12-31,
6797,N07BC01,buprenorphine,2.1,mg,P,,1970-01-01,2099-12-31,A
6798,N07BC01,buprenorphine,8,mg,SL,,1970-01-01,2099-12-31,
6799,N07BC02,methadone,25,mg,O,,1970-01-01,2099-12-31,
6800,N07BC02,methadone,25,mg,P,,1970-01-01,2099-12-31,
6801,N07BC03,levacetylmethadol,,,,,1970-01-01,2099-12-31,
6802,N07BC04,lofexidine,1.4,mg,O,,1970-01-01,2099-12-31,
6803,N07BC05,levomethadone,15,mg,O,,1970-01-01,2099-12-31,
6804,N07BC06,diamorphine,,,,,2013-08-05,2099-12-31,
6805,N07BC51,"buprenorphine, combinations",8,mg,SL,Refers to buprenorphine,1970-01-01,2099-12-31,
6806,N07C,ANTIVERTIGO PREPARATIONS,,,,,1970-01-01,2099-12-31,
6807,N07CA,Antivertigo preparations,,,,,1970-01-01,2099-12-31,
6808,N07CA01,betahistine,24,mg,O,,1970-01-01,2099-12-31,
6809,N07CA02,cinnarizine,90,mg,O,,1970-01-01,2099-12-31,
6810,N07CA03,flunarizine,10,mg,O,,1970-01-01,2099-12-31,
6811,N07CA04,acetylleucine,,,,,1970-01-01,2099-12-31,
6812,N07CA52,"cinnarizine, combinations",90,mg,O,Refers to cinnarizine,1970-01-01,2099-12-31,
6813,N07X,OTHER NERVOUS SYSTEM DRUGS,,,,,1970-01-01,2099-12-31,
6814,N07XA,Gangliosides and ganglioside derivatives,,,,,1970-01-01,2099-12-31,
6815,N07XX,Other nervous system drugs,,,,,1970-01-01,2099-12-31,
6816,N07XX01,tirilazad,0.42,g,P,,1970-01-01,2099-12-31,
6817,N07XX02,riluzole,0.1,g,O,,1970-01-01,2099-12-31,
6818,N07XX03,xaliproden,,,,,1970-01-01,2099-12-31,
6819,N07XX04,sodium oxybate,7.5,g,O,,1970-01-01,2099-12-31,
6820,N07XX05,amifampridine,40,mg,O,,1970-01-01,2099-12-31,
6821,N07XX06,tetrabenazine,0.1,g,O,,1970-01-01,2099-12-31,
6822,N07XX07,fampridine,20,mg,O,,1970-01-01,2099-12-31,
6823,N07XX08,tafamidis,20,mg,O,,1970-01-01,2099-12-31,
6824,N07XX09,dimethyl fumarate,0.48,g,O,,2013-08-05,2019-12-16,U
6825,N07XX10,laquinimod,,,,,2013-08-05,2099-12-31,
6826,N07XX11,pitolisant,18,mg,O,,2016-05-02,2099-12-31,
6827,N07XX12,patisiran,,,,,2020-05-04,2099-12-31,
6828,N07XX13,valbenazine,,,,,2020-05-04,2099-12-31,
6829,N07XX14,edaravone,,,,,2020-05-04,2099-12-31,
6830,N07XX15,inotersen,,,,,2020-05-04,2099-12-31,
6831,N07XX16,deutetrabenazine,,,,,2021-02-22,2099-12-31,
6832,N07XX59,"dextromethorphan, combinations",40,mg,O,Refers to dextromethorphan,2013-08-05,2099-12-31,
6833,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",,,,,1970-01-01,2099-12-31,
6834,P01,ANTIPROTOZOALS,,,,,1970-01-01,2099-12-31,
6835,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,,,,,1970-01-01,2099-12-31,
6836,P01AA,Hydroxyquinoline derivatives,,,,,1970-01-01,2099-12-31,
6837,P01AA01,broxyquinoline,,,,,1970-01-01,2099-12-31,
6838,P01AA02,clioquinol,,,,,1970-01-01,2099-12-31,
6839,P01AA04,chlorquinaldol,,,,,1970-01-01,2099-12-31,
6840,P01AA05,tilbroquinol,,,,,1970-01-01,2099-12-31,
6841,P01AA30,tilbroquinol and tiliquinol,,,,,2021-02-22,2099-12-31,
6842,P01AA52,"clioquinol, combinations",,,,,1970-01-01,2099-12-31,
6843,P01AB,Nitroimidazole derivatives,,,,,1970-01-01,2099-12-31,
6844,P01AB01,metronidazole,2,g,O,,1970-01-01,2099-12-31,
6845,P01AB01,metronidazole,2,g,R,,1970-01-01,2099-12-31,
6846,P01AB02,tinidazole,2,g,O,,1970-01-01,2099-12-31,
6847,P01AB02,tinidazole,2,g,R,,1970-01-01,2099-12-31,
6848,P01AB03,ornidazole,1.5,g,O,,1970-01-01,2099-12-31,
6849,P01AB04,azanidazole,,,,,1970-01-01,2099-12-31,
6850,P01AB05,propenidazole,,,,,1970-01-01,2099-12-31,
6851,P01AB06,nimorazole,2,g,O,,1970-01-01,2099-12-31,
6852,P01AB07,secnidazole,,,,,1970-01-01,2099-12-31,
6853,P01AB51,"metronidazole, combinations",,,,,2015-03-02,2099-12-31,
6854,P01AB52,metronidazole and diloxanide,,,,,2021-02-22,2099-12-31,
6855,P01AC,Dichloroacetamide derivatives,,,,,1970-01-01,2099-12-31,
6856,P01AC01,diloxanide,1.5,g,O,,1970-01-01,2099-12-31,
6857,P01AC02,clefamide,,,,,1970-01-01,2099-12-31,
6858,P01AC03,etofamide,,,,,1970-01-01,2099-12-31,
6859,P01AC04,teclozan,,,,,1970-01-01,2099-12-31,
6860,P01AR,Arsenic compounds,,,,,1970-01-01,2099-12-31,
6861,P01AR01,arsthinol,,,,,1970-01-01,2099-12-31,
6862,P01AR02,difetarsone,,,,,1970-01-01,2099-12-31,
6863,P01AR03,glycobiarsol,,,,,1970-01-01,2099-12-31,
6864,P01AR53,"glycobiarsol, combinations",,,,,1970-01-01,2099-12-31,
6865,P01AX,Other agents against amoebiasis and other protozoal diseases,,,,,1970-01-01,2099-12-31,
6866,P01AX01,chiniofon,,,,,1970-01-01,2099-12-31,
6867,P01AX02,emetine,60,mg,P,,1970-01-01,2099-12-31,
6868,P01AX04,phanquinone,,,,,1970-01-01,2099-12-31,
6869,P01AX05,mepacrine,0.3,g,O,,1970-01-01,2099-12-31,
6870,P01AX06,atovaquone,2.25,g,O,,1970-01-01,2099-12-31,
6871,P01AX07,trimetrexate,85,mg,P,,1970-01-01,2099-12-31,
6872,P01AX08,tenonitrozole,,,,,1970-01-01,2099-12-31,
6873,P01AX09,dehydroemetine,60,mg,P,,1970-01-01,2099-12-31,
6874,P01AX10,fumagillin,,,,,1970-01-01,2099-12-31,
6875,P01AX11,nitazoxanide,1,g,O,,1970-01-01,2099-12-31,
6876,P01AX52,"emetine, combinations",,,,,1970-01-01,2099-12-31,
6877,P01B,ANTIMALARIALS,,,,,1970-01-01,2099-12-31,
6878,P01BA,Aminoquinolines,,,,,1970-01-01,2099-12-31,
6879,P01BA01,chloroquine,0.5,g,O,base,1970-01-01,2099-12-31,
6880,P01BA01,chloroquine,0.5,g,P,base,1970-01-01,2099-12-31,
6881,P01BA02,hydroxychloroquine,0.516,g,O,base,1970-01-01,2099-12-31,
6882,P01BA03,primaquine,15,mg,O,base,1970-01-01,2099-12-31,
6883,P01BA06,amodiaquine,0.5,g,O,,1970-01-01,2099-12-31,
6884,P01BA07,tafenoquine,,,,,2020-05-04,2099-12-31,
6885,P01BB,Biguanides,,,,,1970-01-01,2099-12-31,
6886,P01BB01,proguanil,0.2,g,O,"hydrochloride, (prophylactic daily dose)",1970-01-01,2099-12-31,
6887,P01BB02,cycloguanil embonate,,,,,1970-01-01,2099-12-31,
6888,P01BB51,"proguanil, combinations",,,,,1970-01-01,2099-12-31,
6889,P01BB52,chloroquine and proguanil,,,,,2021-02-22,2099-12-31,
6890,P01BC,Methanolquinolines,,,,,1970-01-01,2099-12-31,
6891,P01BC01,quinine,1.5,g,O,base,1970-01-01,2099-12-31,
6892,P01BC01,quinine,1.5,g,P,base,1970-01-01,2099-12-31,
6893,P01BC02,mefloquine,1,g,O,base,1970-01-01,2099-12-31,
6894,P01BD,Diaminopyrimidines,,,,,1970-01-01,2099-12-31,
6895,P01BD01,pyrimethamine,75,mg,O,,1970-01-01,2099-12-31,
6896,P01BD51,"pyrimethamine, combinations",75,mg,O,Refers to pyrimethamine,1970-01-01,2099-12-31,
6897,P01BE,"Artemisinin and derivatives, plain",,,,,1970-01-01,2099-12-31,
6898,P01BE01,artemisinin,1,g,O,,1970-01-01,2099-12-31,
6899,P01BE02,artemether,0.28,g,O,,1970-01-01,2099-12-31,
6900,P01BE02,artemether,0.12,g,P,,1970-01-01,2099-12-31,
6901,P01BE03,artesunate,0.28,g,O,,1970-01-01,2099-12-31,
6902,P01BE03,artesunate,0.28,g,P,,1970-01-01,2099-12-31,
6903,P01BE04,artemotil,,,,,1970-01-01,2099-12-31,
6904,P01BE05,artenimol,0.28,g,O,,1970-01-01,2099-12-31,
6905,P01BE52,"artemether, combinations",,,,"from ATC website|New ATC 5th level name; changed from artemether, combinations (P01BE52).",1970-01-01,2011-12-31,U
6906,P01BF,"Artemisinin and derivatives, combinations",,,,,1970-01-01,2099-12-31,
6907,P01BF01,artemether and lumefantrine,0.28,g,O,Refers to arthemether,2011-12-31,2099-12-31,
6908,P01BF02,artesunate and mefloquine,,,,,1970-01-01,2099-12-31,
6909,P01BF03,artesunate and amodiaquine,,,,,1970-01-01,2099-12-31,
6910,P01BF04,"artesunate, sulphamethopyrazine and pyrimethamine",,,,,1970-01-01,2099-12-31,
6911,P01BF05,artenimol and piperaquine,,,,,1970-01-01,2099-12-31,
6912,P01BF06,artesunate and pyronaridine,,,,,1970-01-01,2099-12-31,
6913,P01BF07,artemisinin and piperaquine,,,,,2021-02-22,2099-12-31,
6914,P01BF08,artemisinin and naphthoquine,,,,,2021-02-22,2099-12-31,
6915,P01BF09,"artesunate, sulfadoxine and pyrimethamine",,,,,2021-02-22,2099-12-31,
6916,P01BX,Other antimalarials,,,,,1970-01-01,2099-12-31,
6917,P01BX01,halofantrine,1.5,g,O,,1970-01-01,2099-12-31,
6918,P01BX02,arterolane and piperaquine,,,,,2017-08-07,2099-12-31,
6919,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,,,,,1970-01-01,2099-12-31,
6920,P01CA,Nitroimidazole derivatives,,,,,1970-01-01,2099-12-31,
6921,P01CA02,benznidazole,0.4,g,O,,1970-01-01,2099-12-31,
6922,P01CA03,fexinidazole,,,,,2020-05-04,2099-12-31,
6923,P01CB,Antimony compounds,,,,,1970-01-01,2099-12-31,
6924,P01CB01,meglumine antimonate,0.85,g,P,Sb5+,1970-01-01,2099-12-31,
6925,P01CB02,sodium stibogluconate,0.85,g,P,Sb5+,1970-01-01,2099-12-31,
6926,P01CC,Nitrofuran derivatives,,,,,1970-01-01,2099-12-31,
6927,P01CC01,nifurtimox,0.7,g,O,,1970-01-01,2099-12-31,
6928,P01CC02,nitrofural,,,,,1970-01-01,2099-12-31,
6929,P01CD,Arsenic compounds,,,,,1970-01-01,2099-12-31,
6930,P01CD01,melarsoprol,60,mg,P,,1970-01-01,2099-12-31,
6931,P01CD02,acetarsol,,,,,1970-01-01,2099-12-31,
6932,P01CX,Other agents against leishmaniasis and trypanosomiasis,,,,,1970-01-01,2099-12-31,
6933,P01CX01,pentamidine isethionate,0.28,g,P,per injection,1970-01-01,2099-12-31,
6934,P01CX02,suramin sodium,0.27,g,P,,1970-01-01,2099-12-31,
6935,P01CX03,eflornithine,,,,,1970-01-01,2099-12-31,
6936,P01CX04,miltefosine,,,,,2020-05-04,2099-12-31,
6937,P02,ANTHELMINTICS,,,,,1970-01-01,2099-12-31,
6938,P02B,ANTITREMATODALS,,,,,1970-01-01,2099-12-31,
6939,P02BA,Quinoline derivatives and related substances,,,,,1970-01-01,2099-12-31,
6940,P02BA01,praziquantel,3,g,O,,1970-01-01,2099-12-31,
6941,P02BA02,oxamniquine,1,g,O,,1970-01-01,2099-12-31,
6942,P02BB,Organophosphorous compounds,,,,,1970-01-01,2099-12-31,
6943,P02BB01,metrifonate,40,mg,O,,1970-01-01,2099-12-31,
6944,P02BX,Other antitrematodal agents,,,,,1970-01-01,2099-12-31,
6945,P02BX01,bithionol,,,,,1970-01-01,2099-12-31,
6946,P02BX02,niridazole,,,,,1970-01-01,2099-12-31,
6947,P02BX03,stibophen,,,,,1970-01-01,2099-12-31,
6948,P02BX04,triclabendazole,,,,,1970-01-01,2099-12-31,
6949,P02C,ANTINEMATODAL AGENTS,,,,,1970-01-01,2099-12-31,
6950,P02CA,Benzimidazole derivatives,,,,,1970-01-01,2099-12-31,
6951,P02CA01,mebendazole,0.2,g,O,,1970-01-01,2099-12-31,
6952,P02CA02,tiabendazole,3,g,O,,1970-01-01,2099-12-31,
6953,P02CA03,albendazole,0.4,g,O,,1970-01-01,2099-12-31,
6954,P02CA04,ciclobendazole,,,,,1970-01-01,2099-12-31,
6955,P02CA05,flubendazole,0.2,g,O,,1970-01-01,2099-12-31,
6956,P02CA06,fenbendazole,,,,,1970-01-01,2099-12-31,
6957,P02CA51,"mebendazole, combinations",,,,,1970-01-01,2099-12-31,
6958,P02CB,Piperazine and derivatives,,,,,1970-01-01,2099-12-31,
6959,P02CB01,piperazine,3.5,g,O,as hydrate,1970-01-01,2099-12-31,
6960,P02CB02,diethylcarbamazine,0.4,g,O,,1970-01-01,2099-12-31,
6961,P02CC,Tetrahydropyrimidine derivatives,,,,,1970-01-01,2099-12-31,
6962,P02CC01,pyrantel,0.75,g,O,,1970-01-01,2099-12-31,
6963,P02CC02,oxantel,,,,,1970-01-01,2099-12-31,
6964,P02CE,Imidazothiazole derivatives,,,,,1970-01-01,2099-12-31,
6965,P02CE01,levamisole,0.15,g,O,,1970-01-01,2099-12-31,
6966,P02CF,Avermectines,,,,,1970-01-01,2099-12-31,
6967,P02CF01,ivermectin,12,mg,O,,1970-01-01,2099-12-31,
6968,P02CX,Other antinematodals,,,,,1970-01-01,2099-12-31,
6969,P02CX01,pyrvinium,0.35,g,O,,1970-01-01,2099-12-31,
6970,P02CX02,bephenium,,,,,1970-01-01,2099-12-31,
6971,P02CX03,moxidectin,,,,,2020-05-04,2099-12-31,
6972,P02D,ANTICESTODALS,,,,,1970-01-01,2099-12-31,
6973,P02DA,Salicylic acid derivatives,,,,,1970-01-01,2099-12-31,
6974,P02DA01,niclosamide,2,g,O,,1970-01-01,2099-12-31,
6975,P02DX,Other anticestodals,,,,,1970-01-01,2099-12-31,
6976,P02DX01,desaspidin,,,,,1970-01-01,2099-12-31,
6977,P02DX02,dichlorophen,,,,,1970-01-01,2099-12-31,
6978,P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",,,,,1970-01-01,2099-12-31,
6979,P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",,,,,1970-01-01,2099-12-31,
6980,P03AA,Sulfur containing products,,,,,1970-01-01,2099-12-31,
6981,P03AA01,dixanthogen,,,,,1970-01-01,2099-12-31,
6982,P03AA02,potassium polysulfide,,,,,1970-01-01,2099-12-31,
6983,P03AA03,mesulfen,,,,,1970-01-01,2099-12-31,
6984,P03AA04,disulfiram,,,,,1970-01-01,2099-12-31,
6985,P03AA05,thiram,,,,,1970-01-01,2099-12-31,
6986,P03AA54,"disulfiram, combinations",,,,,1970-01-01,2099-12-31,
6987,P03AB,Chlorine containing products,,,,,1970-01-01,2099-12-31,
6988,P03AB01,clofenotane,,,,,1970-01-01,2099-12-31,
6989,P03AB02,lindane,,,,,1970-01-01,2099-12-31,
6990,P03AB51,"clofenotane, combinations",,,,,1970-01-01,2099-12-31,
6991,P03AC,"Pyrethrines, incl. synthetic compounds",,,,,1970-01-01,2099-12-31,
6992,P03AC01,pyrethrum,,,,,1970-01-01,2099-12-31,
6993,P03AC02,bioallethrin,,,,,1970-01-01,2099-12-31,
6994,P03AC03,phenothrin,,,,,1970-01-01,2099-12-31,
6995,P03AC04,permethrin,,,,,1970-01-01,2099-12-31,
6996,P03AC51,"pyrethrum, combinations",,,,,1970-01-01,2099-12-31,
6997,P03AC52,"bioallethrin, combinations",,,,,1970-01-01,2099-12-31,
6998,P03AC53,"phenothrin, combinations",,,,,1970-01-01,2099-12-31,
6999,P03AC54,"permethrin, combinations",,,,,1970-01-01,2099-12-31,
7000,P03AX,"Other ectoparasiticides, incl. scabicides",,,,,1970-01-01,2099-12-31,
7001,P03AX01,benzyl benzoate,,,,,1970-01-01,2099-12-31,
7002,P03AX02,copper oleinate,,,,,1970-01-01,2099-12-31,
7003,P03AX03,malathion,,,,,1970-01-01,2099-12-31,
7004,P03AX04,quassia,,,,,1970-01-01,2099-12-31,
7005,P03AX05,dimeticone,,,,,1970-01-01,2099-12-31,
7006,P03AX06,benzyl alcohol,,,,,2016-05-02,2099-12-31,
7007,P03AX07,abametapir,,,,,2021-02-22,2099-12-31,
7008,P03B,INSECTICIDES AND REPELLENTS,,,,,1970-01-01,2099-12-31,
7009,P03BA,Pyrethrines,,,,,1970-01-01,2099-12-31,
7010,P03BA01,cyfluthrin,,,,,1970-01-01,2099-12-31,
7011,P03BA02,cypermethrin,,,,,1970-01-01,2099-12-31,
7012,P03BA03,decamethrin,,,,,1970-01-01,2099-12-31,
7013,P03BA04,tetramethrin,,,,,1970-01-01,2099-12-31,
7014,P03BX,Other insecticides and repellents,,,,,1970-01-01,2099-12-31,
7015,P03BX01,diethyltoluamide,,,,,1970-01-01,2099-12-31,
7016,P03BX02,dimethylphthalate,,,,,1970-01-01,2099-12-31,
7017,P03BX03,dibutylphthalate,,,,,1970-01-01,2099-12-31,
7018,P03BX04,dibutylsuccinate,,,,,1970-01-01,2099-12-31,
7019,P03BX05,dimethylcarbate,,,,,1970-01-01,2099-12-31,
7020,P03BX06,etohexadiol,,,,,1970-01-01,2099-12-31,
7021,R,RESPIRATORY SYSTEM,,,,,1970-01-01,2099-12-31,
7022,R01,NASAL PREPARATIONS,,,,,1970-01-01,2099-12-31,
7023,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,,,T,,1970-01-01,2099-12-31,
7024,R01AA,"Sympathomimetics, plain",,,,,1970-01-01,2099-12-31,
7025,R01AA02,cyclopentamine,,,T,,1970-01-01,2099-12-31,
7026,R01AA03,ephedrine,8,mg,N,,1970-01-01,2099-12-31,
7027,R01AA04,phenylephrine,4,mg,N,,1970-01-01,2099-12-31,
7028,R01AA05,oxymetazoline,0.4,mg,N,,1970-01-01,2099-12-31,
7029,R01AA06,tetryzoline,0.8,mg,N,,1970-01-01,2099-12-31,
7030,R01AA07,xylometazoline,0.8,mg,N,,1970-01-01,2099-12-31,
7031,R01AA08,naphazoline,0.4,mg,N,,1970-01-01,2099-12-31,
7032,R01AA09,tramazoline,,,T,,1970-01-01,2099-12-31,
7033,R01AA10,metizoline,,,T,,1970-01-01,2099-12-31,
7034,R01AA11,tuaminoheptane,,,T,,1970-01-01,2099-12-31,
7035,R01AA12,fenoxazoline,,,T,,1970-01-01,2099-12-31,
7036,R01AA13,tymazoline,,,T,,1970-01-01,2099-12-31,
7037,R01AA14,epinephrine,,,T,,1970-01-01,2099-12-31,
7038,R01AA15,indanazoline,,,T,,2015-03-02,2099-12-31,
7039,R01AB,"Sympathomimetics, combinations excl. corticosteroids",,,,,1970-01-01,2099-12-31,
7040,R01AB01,phenylephrine,,,T,,1970-01-01,2099-12-31,
7041,R01AB02,naphazoline,,,T,,1970-01-01,2099-12-31,
7042,R01AB03,tetryzoline,,,T,,1970-01-01,2099-12-31,
7043,R01AB05,ephedrine,,,T,,1970-01-01,2099-12-31,
7044,R01AB06,xylometazoline,,,T,,1970-01-01,2099-12-31,
7045,R01AB07,oxymetazoline,,,T,,1970-01-01,2099-12-31,
7046,R01AB08,tuaminoheptane,,,T,,1970-01-01,2099-12-31,
7047,R01AC,"Antiallergic agents, excl. corticosteroids",,,,,1970-01-01,2099-12-31,
7048,R01AC01,cromoglicic acid,40,mg,N,,1970-01-01,2099-12-31,
7049,R01AC02,levocabastine,0.6,mg,N,,1970-01-01,2099-12-31,
7050,R01AC03,azelastine,0.56,mg,N,,1970-01-01,2099-12-31,
7051,R01AC04,antazoline,,,T,,1970-01-01,2099-12-31,
7052,R01AC05,spaglumic acid,,,T,,1970-01-01,2099-12-31,
7053,R01AC06,thonzylamine,,,T,,1970-01-01,2099-12-31,
7054,R01AC07,nedocromil,10.4,mg,N,,1970-01-01,2099-12-31,
7055,R01AC08,olopatadine,,,T,,1970-01-01,2099-12-31,
7056,R01AC51,"cromoglicic acid, combinations",,,T,,1970-01-01,2099-12-31,
7057,R01AD,Corticosteroids,,,,,1970-01-01,2099-12-31,
7058,R01AD01,beclometasone,0.4,mg,N,,1970-01-01,2099-12-31,
7059,R01AD02,prednisolone,,,T,,1970-01-01,2099-12-31,
7060,R01AD03,dexamethasone,,,T,,1970-01-01,2099-12-31,
7061,R01AD04,flunisolide,0.15,mg,N,,1970-01-01,2099-12-31,
7062,R01AD05,budesonide,0.2,mg,N,,1970-01-01,2099-12-31,
7063,R01AD06,betamethasone,0.4,mg,N,,1970-01-01,2099-12-31,
7064,R01AD07,tixocortol,8,mg,N,,1970-01-01,2099-12-31,
7065,R01AD08,fluticasone,0.2,mg,N,,1970-01-01,2099-12-31,
7066,R01AD09,mometasone,0.2,mg,N,,1970-01-01,2099-12-31,
7067,R01AD11,triamcinolone,0.22,mg,N,,1970-01-01,2099-12-31,
7068,R01AD12,fluticasone furoate,0.11,mg,N,,1970-01-01,2099-12-31,
7069,R01AD13,ciclesonide,0.2,mg,N,,2013-08-05,2099-12-31,
7070,R01AD52,"prednisolone, combinations",,,T,,1970-01-01,2099-12-31,
7071,R01AD53,"dexamethasone, combinations",,,T,,1970-01-01,2099-12-31,
7072,R01AD57,"tixocortol, combinations",,,T,,1970-01-01,2099-12-31,
7073,R01AD58,"fluticasone, combinations",,,T,,2013-08-05,2099-12-31,
7074,R01AD59,"mometasone, combinations",,,T,,2021-02-22,2099-12-31,
7075,R01AD60,"hydrocortisone, combinations",,,T,,1970-01-01,2099-12-31,
7076,R01AX,Other nasal preparations,,,,,1970-01-01,2099-12-31,
7077,R01AX01,calcium hexamine thiocyanate,,,T,,1970-01-01,2099-12-31,
7078,R01AX02,retinol,800,U,N,,1970-01-01,2099-12-31,
7079,R01AX03,ipratropium bromide,0.24,mg,N,,1970-01-01,2099-12-31,
7080,R01AX05,ritiometan,,,T,,1970-01-01,2099-12-31,
7081,R01AX06,mupirocin,,,T,,1970-01-01,2099-12-31,
7082,R01AX07,hexamidine,,,T,,1970-01-01,2099-12-31,
7083,R01AX08,framycetin,,,T,,1970-01-01,2099-12-31,
7084,R01AX09,hyaluronic acid,,,T,,1970-01-01,2099-12-31,
7085,R01AX10,"other nasal preparations, various",,,T,,1970-01-01,2099-12-31,
7086,R01AX30,"other nasal preparations, combinations",,,T,,1970-01-01,2099-12-31,
7087,R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,,,,,1970-01-01,2099-12-31,
7088,R01BA,Sympathomimetics,,,,,1970-01-01,2099-12-31,
7089,R01BA01,phenylpropanolamine,0.1,g,O,,1970-01-01,2099-12-31,
7090,R01BA02,pseudoephedrine,0.24,g,O,,1970-01-01,2099-12-31,
7091,R01BA03,phenylephrine,40,mg,O,,1970-01-01,2099-12-31,
7092,R01BA51,"phenylpropanolamine, combinations",0.1,g,O,Refers to phenylpropanolamine,1970-01-01,2099-12-31,
7093,R01BA52,"pseudoephedrine, combinations",0.24,g,O,Refers to pseudoephedrine,1970-01-01,2099-12-31,
7094,R01BA53,"phenylephrine, combinations",,,,,1970-01-01,2099-12-31,
7095,R02,THROAT PREPARATIONS,,,,,1970-01-01,2099-12-31,
7096,R02A,THROAT PREPARATIONS,,,,,1970-01-01,2099-12-31,
7097,R02AA,Antiseptics,,,,,1970-01-01,2099-12-31,
7098,R02AA01,ambazone,40,mg,O,,1970-01-01,2099-12-31,
7099,R02AA02,dequalinium,1.5,mg,O,,1970-01-01,2099-12-31,
7100,R02AA03,dichlorobenzyl alcohol,,,,,1970-01-01,2099-12-31,
7101,R02AA05,chlorhexidine,30,mg,O,,1970-01-01,2099-12-31,
7102,R02AA06,cetylpyridinium,,,,,1970-01-01,2099-12-31,
7103,R02AA09,benzethonium,,,,,1970-01-01,2099-12-31,
7104,R02AA10,myristyl-benzalkonium,,,,,1970-01-01,2099-12-31,
7105,R02AA11,chlorquinaldol,,,,,1970-01-01,2099-12-31,
7106,R02AA12,hexylresorcinol,,,,,1970-01-01,2099-12-31,
7107,R02AA13,acriflavinium chloride,,,,,1970-01-01,2099-12-31,
7108,R02AA14,oxyquinoline,,,,,1970-01-01,2099-12-31,
7109,R02AA15,povidone-iodine,,,,,1970-01-01,2099-12-31,
7110,R02AA16,benzalkonium,,,,,1970-01-01,2099-12-31,
7111,R02AA17,cetrimonium,,,,,1970-01-01,2099-12-31,
7112,R02AA18,hexamidine,,,,,1970-01-01,2099-12-31,
7113,R02AA19,phenol,,,,,1970-01-01,2099-12-31,
7114,R02AA20,"antiseptics, various",,,,,1970-01-01,2099-12-31,
7115,R02AA21,octenidine,,,,,2016-05-02,2099-12-31,
7116,R02AB,Antibiotics,,,,,1970-01-01,2099-12-31,
7117,R02AB01,neomycin,,,,,1970-01-01,2099-12-31,
7118,R02AB02,tyrothricin,,,,,1970-01-01,2099-12-31,
7119,R02AB03,fusafungine,,,,,1970-01-01,2099-12-31,
7120,R02AB04,bacitracin,,,,,1970-01-01,2099-12-31,
7121,R02AB30,gramicidin,,,,,1970-01-01,2099-12-31,
7122,R02AD,"Anesthetics, local",,,,,1970-01-01,2099-12-31,
7123,R02AD01,benzocaine,,,,,1970-01-01,2099-12-31,
7124,R02AD02,lidocaine,,,,,1970-01-01,2099-12-31,
7125,R02AD03,cocaine,,,,,1970-01-01,2099-12-31,
7126,R02AD04,dyclonine,,,,,1970-01-01,2099-12-31,
7127,R02AX,Other throat preparations,,,,,1970-01-01,2099-12-31,
7128,R02AX01,flurbiprofen,44,mg,O,,1970-01-01,2099-12-31,
7129,R02AX02,ibuprofen,,,,,2016-05-02,2099-12-31,
7130,R02AX03,benzydamine,9,mg,O,,2018-02-05,2099-12-31,
